chamber,congress,session,roll_number,chamber_roll_number,vote_date,title,question,result,yeas,nays,present,not_voting
Senate,117,1,192,192,2021-05-17,Motion to Invoke Cloture on the Motion to Proceed to S. 1260,On Cloture on the Motion to Proceed S. 1260,Cloture on the Motion to Proceed Agreed to,86,11,0,3
Senate,117,1,193,193,2021-05-18,Motion to Discharge the Nomination of Kristen M. Clarke to be an Assistant Attorney General from the Committee on the Judiciary ,On the Motion to Discharge PN79-2,Motion to Discharge Agreed to,50,48,0,2
Senate,117,1,194,194,2021-05-18,Motion to Proceed to S.J. Res. 13,On the Motion to Proceed S.J.Res. 13,Motion to Proceed Agreed to,50,49,0,1
Senate,117,1,195,195,2021-05-19,S.J. Res. 13,On the Joint Resolution S.J.Res. 13,Joint Resolution Passed,50,48,0,2
Senate,117,1,196,196,2021-05-19,Tillis Amdt. No. 1517,On the Amendment S.Amdt. 1517 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Agreed to,71,27,0,2
Senate,117,1,197,197,2021-05-19,Scott (FL) Amdt. No. 1547,On the Amendment S.Amdt. 1547 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,47,50,0,3
Senate,117,1,198,198,2021-05-20,Inhofe Amdt. No. 1523,On the Amendment S.Amdt. 1523 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,44,53,0,3
Senate,117,1,199,199,2021-05-20,Johnson Amdt. No. 1518,On the Amendment S.Amdt. 1518 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,46,48,0,6
Senate,117,1,201,201,2021-05-25,"Confirmation: Chiquita Brooks-LaSure, of Virginia, to be Administrator of the Centers for Medicare and Medicaid Services",On the Nomination PN124,Nomination Confirmed,55,44,0,1
Senate,117,1,200,200,2021-05-24,Motion to Invoke Cloture: Chiquita Brooks-LaSure to be Administrator of the Centers for Medicare and Medicaid Services,On the Cloture Motion PN124,Cloture Motion Agreed to,52,43,0,5
Senate,117,1,202,202,2021-05-25,Motion to Invoke Cloture: Kristen M. Clarke to be an Assistant Attorney General,On the Cloture Motion PN79-2,Cloture Motion Agreed to,51,48,0,1
Senate,117,1,203,203,2021-05-25,"Confirmation: Kristen M. Clarke, of the District of Columbia, to be an Assistant Attorney General",On the Nomination PN79-2,Nomination Confirmed,51,48,0,1
Senate,117,1,204,204,2021-05-25,Wyden Amdt. No. 1975,On the Amendment S.Amdt. 1975 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,50,49,0,1
Senate,117,1,205,205,2021-05-25,Crapo Amdt. No. 1565,On the Amendment S.Amdt. 1565 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,53,46,0,1
Senate,117,1,206,206,2021-05-25,Lee Amdt. No. 1891,On the Amendment S.Amdt. 1891 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,48,51,0,1
Senate,117,1,207,207,2021-05-26,Sullivan Amdt. No. 1911,On the Amendment S.Amdt. 1911 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,49,51,0,0
Senate,117,1,208,208,2021-05-26,Durbin Amdt. No. 2014,On the Amendment S.Amdt. 2014 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,50,50,0,0
Senate,117,1,209,209,2021-05-26,Kennedy Amdt. No. 1710,On the Amendment S.Amdt. 1710 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Rejected,51,49,0,0
Senate,117,1,210,210,2021-05-26,Coons Amdt. No. 1588,On the Amendment S.Amdt. 1588 to S.Amdt. 1502 to S. 1260 (Endless Frontier Act),Amendment Agreed to,83,14,0,3
